Type,Level 1 Code,Level 1 Name,Level 2 Code,Level 2 Name,Level 3 Code,Level 3 Name,Level 4 Code,Level 4 Name
Sitework,G,BUILDING SITEWORK,G30,Site Mechanical Utilities,G3090,Other Site Mechanical Utilities,G3092,POL (Petroleum Oil & Lubricants) Distribution Systems
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4010,Electrical Distribution,G4011,Substations
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4010,Electrical Distribution,G4012,Overhead Power Distribution
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4010,Electrical Distribution,G4013,Underground Power Distribution
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4020,Site Lighting,G4021,Fixtures & Transformers
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4020,Site Lighting,G4022,Poles
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4020,Site Lighting,G4023,Wiring Conduits & Ductbanks
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4020,Site Lighting,G4024,Site Lighting Controls
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4030,Site Communications & Security,G4031,Site Communications Systems
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4030,Site Communications & Security,G4032,Site Security & Alarm Systems
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4090,Other Site Electrical Utilities,G4091,Cathodic Protection
Sitework,G,BUILDING SITEWORK,G40,Site Electrical Utilities,G4090,Other Site Electrical Utilities,G4092,Site Emergency Power Generation
Sitework,G,BUILDING SITEWORK,G90,Other Site Construction,G9010,Service and Pedestrian Tunnels,G9011,Service Tunnels
Sitework,G,BUILDING SITEWORK,G90,Other Site Construction,G9010,Service and Pedestrian Tunnels,G9012,Trench Boxes
Sitework,G,BUILDING SITEWORK,G90,Other Site Construction,G9010,Service and Pedestrian Tunnels,G9013,Pedestrian Tunnels
Sitework,G,BUILDING SITEWORK,G90,Other Site Construction,G9090,Other Site Systems,G9091,Snow Melting Systems
